Who?	('<SOS>', 'को?', '<EOS>')
How do I get to the train station?	('<SOS>', 'स्टेशन सम्म कसरी पुग्न सकिन्छ?', '<EOS>')
How long are you going to do this?	('<SOS>', 'तपाई कहिले सम्म यो गर्न जाँदै हुनुहुन्छ?', '<EOS>')
How was the man you met yesterday?	('<SOS>', 'हिजो भेटेको मान्छे कस्तो थियो?', '<EOS>')
I bought a watch and an empty box.	('<SOS>', 'मैले एउटा घडी र एउटा खाली बक्स किनेँ।', '<EOS>')
I didn't know Tom was from Boston.	('<SOS>', 'टम बोस्टनबाट आएको मलाई थाहा थिएन।', '<EOS>')
I don't think I have one of those.	('<SOS>', 'के तपाई आज त्यसो गर्न रुचाउनुहुन्छ?', '<EOS>')
I forgot Tom used to be a plumber.	('<SOS>', 'टम प्लम्बर हुनुहुन्थ्यो भनेर मैले बिर्सें।', '<EOS>')
I found a good Mexican restaurant.	('<SOS>', 'मैले एउटा स्वादिष्ट मेक्सिकन रेस्टुरेन्ट फेला पारे।', '<EOS>')
I guess nobody buys these anymore.	('<SOS>', 'मलाई लाग्छ अब यो कसैले किन्दैन।', '<EOS>')
I had the good fortune to succeed.	('<SOS>', 'म सफल हुन भाग्यशाली थिएँ।', '<EOS>')
I have heard nothing from him yet.	('<SOS>', 'मैले अहिलेसम्म उहाँबाट केही पनि सुनेको छैन।', '<EOS>')
I never thought I'd do this again.	('<SOS>', 'मैले कहिल्यै सोचेको थिइन कि म यो फेरि गर्नेछु।', '<EOS>')
I saw Tom limping down the street.	('<SOS>', 'मैले टमलाई सडकमा लङ्गडा गरिरहेको देखेँ।', '<EOS>')
I showed Tom how to tie a bowline.	('<SOS>', 'मैले टमलाई बाउलाइन कसरी बाँध्ने भनेर देखाएँ।', '<EOS>')
I think Tom is having a good time.	('<SOS>', 'मलाई लाग्छ टमले राम्रो समय बिताइरहेको छ।', '<EOS>')
I think Tom was born in Australia.	('<SOS>', 'मलाई लाग्छ टम अष्ट्रेलियामा जन्मिएको हो।', '<EOS>')
I think that Tom would be nervous.	('<SOS>', 'मलाई लाग्छ कि टम नर्भस हुनेछ।', '<EOS>')
I was at a loss as to what to say.	('<SOS>', 'म के भन्नू भनी अलमलमा परें।', '<EOS>')
I would like to improve my French.	('<SOS>', 'म मेरो फ्रान्सेली सुधार गर्न चाहन्छु।', '<EOS>')
I'm tired and I want to go to bed.	('<SOS>', 'म थाकेको छु र म ओछ्यानमा जान चाहन्छु।', '<EOS>')
I've never seen Tom wearing a tie.	('<SOS>', 'मैले टमलाई टाई लगाएको कहिल्यै देखेको छैन।', '<EOS>')
It'll be finished in a day or two.	('<SOS>', 'यो एक दुई दिनमा सकिन्छ।', '<EOS>')
My father is the one drinking tea.	('<SOS>', 'चिया पिउने मेरो बुवा हुनुहुन्छ।', '<EOS>')
Nowadays jobs are hard to come by.	('<SOS>', 'आजकल काम पाउन गाह्रो छ।', '<EOS>')
Only a few people listened to him.	('<SOS>', 'थोरै मानिसले मात्र उनको कुरा सुने।', '<EOS>')
Phoenix is the capital of Arizona.	('<SOS>', 'फिनिक्स एरिजोना को राजधानी हो।', '<EOS>')
Something has gone terribly wrong.	('<SOS>', 'केही नराम्रोसँग गडबड भएको छ।', '<EOS>')
The capital of Brazil is Brasilia.	('<SOS>', 'ब्राजिलको राजधानी ब्रासिलिया हो।', '<EOS>')
The fire destroyed the whole city.	('<SOS>', 'आगलागीले पूरै सहर ध्वस्त पारेको छ ।', '<EOS>')
Those books are written in French.	('<SOS>', 'ती पुस्तकहरू फ्रेन्चमा लेखिएका छन्।', '<EOS>')
Tom and I agreed to work together.	('<SOS>', 'टम र म सँगै काम गर्न सहमत भयौं।', '<EOS>')
Tom and Mary are now eating lunch.	('<SOS>', 'टम र मेरी अहिले खाजा खाँदैछन्।', '<EOS>')
Tom and Mary argued all afternoon.	('<SOS>', 'टम र मेरीले दिउँसो भरी बहस गरे।', '<EOS>')
Tom asked me a confusing question.	('<SOS>', 'टमले मलाई एक भ्रमित प्रश्न सोध्यो।', '<EOS>')
Tom has decided to buy the island.	('<SOS>', 'टमले टापु किन्ने निर्णय गरेको छ।', '<EOS>')
Tom has earned a number of awards.	('<SOS>', 'टमले धेरै अवार्ड जितिसकेका छन्।', '<EOS>')
Tom is a former student of Mary's.	('<SOS>', 'टम मेरीको पूर्व विद्यार्थी हो।', '<EOS>')
Tom is good at baking gingerbread.	('<SOS>', 'टम जिंजरब्रेड पकाउने मा राम्रो छ।', '<EOS>')
Tom is likely to be here tomorrow.	('<SOS>', 'टम भोलि यहाँ हुने सम्भावना छ।', '<EOS>')
Tom is no longer Mary's boyfriend.	('<SOS>', 'टम अब मेरीको प्रेमी रहेन।', '<EOS>')
Tom isn't from around here, is he?	('<SOS>', 'टम यहाँ वरिपरिबाट होइन, हो?', '<EOS>')
Tom left the hospital immediately.	('<SOS>', 'टमले तुरुन्तै अस्पताल छोड्यो।', '<EOS>')
Tom put something in Mary's drink.	('<SOS>', 'टमले मेरीको पेय पदार्थमा केही राख्यो।', '<EOS>')
Tom said he had something for you.	('<SOS>', 'टमले तिम्रो लागि केही छ भन्यो।', '<EOS>')
Tom said he would quit doing that.	('<SOS>', 'टमले त्यसो गर्न छोड्ने बताए।', '<EOS>')
Tom said that Mary was very drunk.	('<SOS>', 'टमले मेरी धेरै मातेको बताए।', '<EOS>')
Tom speaks French as well as Mary.	('<SOS>', 'टम फ्रेन्च बोल्छन् र मेरी पनि।', '<EOS>')
Tom threw a chair across the room.	('<SOS>', 'टमले कोठाभरि कुर्सी फ्याँक्यो।', '<EOS>')
Tom told Mary to try to keep calm.	('<SOS>', 'टमले मेरीलाई शान्त रहन कोसिस गर्न भने।', '<EOS>')
Tom urged Mary to drive carefully.	('<SOS>', 'टमले मेरीलाई सावधानीपूर्वक गाडी चलाउन आग्रह गरे।', '<EOS>')
Tom was dating Mary in those days.	('<SOS>', 'टम ती दिनहरूमा मेरीलाई डेट गर्दै थिए।', '<EOS>')
Tom was dating Mary in those days.	('<SOS>', 'टम त्यतिबेला मेरीसँग डेट गर्दै थिए।', '<EOS>')
Tom was sitting alone in his room.	('<SOS>', 'टम आफ्नो कोठामा एक्लै बसिरहेको थियो।', '<EOS>')
Tom wasn't wearing a blue sweater.	('<SOS>', 'टमले निलो स्वेटर लगाएको थिएन।', '<EOS>')
Tom works every day except Monday.	('<SOS>', 'टम सोमबार बाहेक हरेक दिन काम गर्दछ।', '<EOS>')
Tom works every day except Monday.	('<SOS>', 'टम सोमबार बाहेक हरेक दिन काम गर्छ।', '<EOS>')
We'll all be dead in thirty years.	('<SOS>', 'तीस वर्षमा हामी सबै मर्नेछौं।', '<EOS>')
Where did you buy your motorcycle?	('<SOS>', 'तपाईले आफ्नो मोटरसाइकल कहाँ किन्नुभयो?', '<EOS>')
Why don't you ask Tom to help you?	('<SOS>', 'तपाईं किन टमलाई मद्दत गर्न आग्रह गर्नुहुन्न?', '<EOS>')
Why is it important to save money?	('<SOS>', 'किन पैसा बचत गर्न महत्त्वपूर्ण छ?', '<EOS>')
You've always been a quiet person.	('<SOS>', 'तपाईं सधैं शान्त व्यक्ति हुनुहुन्छ।', '<EOS>')
Bangkok is the capital of Thailand.	('<SOS>', 'बैंकक थाइल्याण्डको राजधानी हो।', '<EOS>')
Being with you makes me feel happy.	('<SOS>', 'तिम्रो साथमा हुँदा मलाई खुसी लाग्छ।', '<EOS>')
Bern is the capital of Switzerland.	('<SOS>', 'बर्न स्विट्जरल्याण्ड को राजधानी हो।', '<EOS>')
Boston is a really beautiful place.	('<SOS>', 'बोस्टन साँच्चै सुन्दर ठाउँ हो।', '<EOS>')
