who?	को?
tom left the hospital immediately.	टमले तुरुन्तै अस्पताल छोड्यो।
tom put something in mary's drink.	टमले मेरीको पेय पदार्थमा केही राख्यो।
tom said he had something for you.	टमले तिम्रो लागि केही छ भन्यो।
tom said he would quit doing that.	टमले त्यसो गर्न छोड्ने बताए।
tom said that mary was very drunk.	टमले मेरी धेरै मातेको बताए।
tom speaks french as well as mary.	टम फ्रेन्च बोल्छन् र मेरी पनि।
tom threw a chair across the room.	टमले कोठाभरि कुर्सी फ्याँक्यो।
tom told mary to try to keep calm.	टमले मेरीलाई शान्त रहन कोसिस गर्न भने।
tom urged mary to drive carefully.	टमले मेरीलाई सावधानीपूर्वक गाडी चलाउन आग्रह गरे।
tom was dating mary in those days.	टम ती दिनहरूमा मेरीलाई डेट गर्दै थिए।
tom was dating mary in those days.	टम त्यतिबेला मेरीसँग डेट गर्दै थिए।
tom was sitting alone in his room.	टम आफ्नो कोठामा एक्लै बसिरहेको थियो।
