who?	<SOS> को? <EOS>
bern is the capital of switzerland.	<SOS> बर्न स्विट्जरल्याण्ड को राजधानी हो। <EOS>
boston is a really beautiful place.	<SOS> बोस्टन साँच्चै सुन्दर ठाउँ हो। <EOS>
boston is a really beautiful place.	<SOS> बोस्टन एक साँच्चै सुन्दर स्थान हो। <EOS>
brussels is the capital of belgium.	<SOS> ब्रसेल्स बेल्जियम को राजधानी हो। <EOS>
did i tell you i got my own office?	<SOS> के मैले तपाईलाई मेरो आफ्नै अफिस छ भनेको थिएँ? <EOS>
don't forget to take your medicine.	<SOS> आफ्नो औषधि लिन नबिर्सनुहोस्। <EOS>
halloween is still three days away.	<SOS> हलोविन आउन अझै तीन दिन बाँकी छ। <EOS>
he has red spots all over his body.	<SOS> मेरो जिउभरि रात दागहरू छन्। <EOS>
he tends to ask a lot of questions.	<SOS> उसको धेरै प्रश्न सोध्ने बानी छ। <EOS>
helsinki is the capital of finland.	<SOS> हेलसिंकी फिनल्याण्डको राजधानी हो। <EOS>
how can i get to the train station?	<SOS> स्टेशन सम्म कसरी पुग्न सकिन्छ? <EOS>
how much does a liter of milk cost?	<SOS> एक लिटर दूधको मूल्य कति पर्छ? <EOS>
i can't buy such an expensive book.	<SOS> म यति महँगो किताब किन्न सक्दिन। <EOS>
i can't conceive of tom doing that.	<SOS> टमले त्यसो गरेको म कल्पना गर्न सक्दिन। <EOS>
i can't remember tom's wife's name.	<SOS> म टमकी श्रीमतीको नाम सम्झन सक्दिन। <EOS>
i didn't want to be a part of that.	<SOS> म त्यसको हिस्सा बन्न चाहन्नथें। <EOS>
i don't know what i need to do yet.	<SOS> मलाई थाहा छैन मैले के गर्न आवश्यक छ। <EOS>
i don't remember tom's wife's name.	<SOS> मलाई टमकी श्रीमतीको नाम याद छैन। <EOS>
i don't suppose anyone will notice.	<SOS> कसैको ध्यानाकर्षण होला जस्तो मलाई लाग्दैन। <EOS>
i don't think that you can do that.	<SOS> मलाई लाग्दैन कि तपाईंले त्यो गर्न सक्नुहुन्छ। <EOS>
i don't think that you can do that.	<SOS> मलाई लाग्दैन कि तिमीले त्यो गर्न सक्छौ। <EOS>
i don't want to spend time in jail.	<SOS> म कारागारमा समय बिताउन चाहन्न। <EOS>
i hate going outside in the winter.	<SOS> मलाई जाडोमा बाहिर जान मन लाग्दैन। <EOS>
i hate going outside in the winter.	<SOS> मलाई जाडोमा बाहिर निस्कन मन लाग्दैन। <EOS>
i know you from somewhere, don't i?	<SOS> म तिमीलाई कतैबाट चिन्छु, हैन? <EOS>
i prefer silver rings to gold ones.	<SOS> म सुनको भन्दा चाँदीको औंठी मन पराउँछु। <EOS>
i prefer silver rings to gold ones.	<SOS> मलाई सुनको भन्दा चाँदीको औंठी मनपर्छ। <EOS>
i promised i wouldn't say anything.	<SOS> मैले केही नबोल्ने वाचा गरेँ । <EOS>
i submitted the application myself.	<SOS> मैले आफैंले आवेदन बुझाएँ। <EOS>
i thought tom was mary's boyfriend.	<SOS> मलाई टम मेरीको प्रेमी थियो भन्ने लाग्यो। <EOS>
i usually eat rice with chopsticks.	<SOS> म प्रायः चपस्टिकले भात खान्छु। <EOS>
i'll call tom when i get to boston.	<SOS> म बोस्टन पुग्दा टमलाई कल गर्नेछु। <EOS>
i'll finish it as quickly as i can.	<SOS> म जतिसक्दो चाँडो यसलाई सक्छु। <EOS>
i'm going to miss you an awful lot.	<SOS> म तिमीलाई धेरै मिस गर्नेछु। <EOS>
i'm going to take a trip to boston.	<SOS> म बोस्टन यात्रा गर्न जाँदैछु। <EOS>
i'm learning two foreign languages.	<SOS> म दुई विदेशी भाषाहरू सिक्दैछु। <EOS>
i've gotten used to wearing a mask.	<SOS> मलाई मास्क लगाउने बानी परेको छ । <EOS>
if you eat that, tom will be angry.	<SOS> यदि यो खायौ भने टम रिसाउनेछ। <EOS>
it is especially cold this morning.	<SOS> विशेषगरी आज बिहान चिसो छ। <EOS>
it was like a bolt out of the blue.	<SOS> स्टेशनसम्म कसरी जादा राम्रो हुन्छ? <EOS>
let tom do whatever he wants to do.	<SOS> टमले जे गर्न चाहन्छ त्यो गर्न दिनुहोस्। <EOS>
let's see what's happening outside.	<SOS> बाहिर के भइरहेको छ हेरौं। <EOS>
mathematics is my favorite subject.	<SOS> गणित मेरो मनपर्ने विषय हो। <EOS>
my grandfather likes reading books.	<SOS> हजुरबुबालाई किताब पढ्न मन पर्छ। <EOS>
remember to thank tom for the gift.	<SOS> उपहारको लागि टमलाई धन्यवाद दिन सम्झनुहोस्। <EOS>
she didn't know what to say to him.	<SOS> उसलाई के भन्ने उनीलाई थाहा थिएन। <EOS>
she felt insecure about her future.	<SOS> उनलाई आफ्नो भविष्यको चिन्ता लागेको थियो। <EOS>
she is always cheerful and smiling.	<SOS> उनी सधैं उज्याली र हँसिली छिन्। <EOS>
she is not a doctor, but a teacher.	<SOS> उनी डाक्टर होइनन्, शिक्षक हुन्। <EOS>
the book doesn't have a title, yet.	<SOS> किताबको अहिलेसम्म शीर्षक छैन। <EOS>
the enemy of my enemy is my friend.	<SOS> मेरो शत्रुको पनि शत्रु मेरो मित्र हो। <EOS>
